Fecha,Juego,Ingresos_Brutos,Ganancia_Neta
2023-04-30,Tragamonedas,2478.43,5736.28
2023-11-13,Poker,5533.47,5643.79
2023-06-13,Ruleta,8471.83,4278.88
2023-10-13,Poker,6976.11,5575.11
2023-09-22,Ruleta,4045.31,1746.53
2023-11-16,Poker,9419.71,825.42
2023-06-10,Tragamonedas,9209.87,6178.62
2023-11-04,Ruleta,2884.14,991.1
2023-03-30,Ruleta,1354.76,2103.47
2023-05-22,Ruleta,7671.78,5019.57
2023-07-22,Blackjack,8448.49,3161.41
2023-11-05,Blackjack,9710.78,6196.04
2023-08-15,Poker,9008.53,2436.87
2023-11-30,Tragamonedas,6404.81,577.16
2023-08-10,Blackjack,5770.47,2454.26
2023-02-10,Ruleta,1250.57,4257.49
2023-07-15,Blackjack,3219.91,2943.6
2023-03-09,Tragamonedas,5136.53,3976.67
2023-09-21,Blackjack,6656.54,6197.89
2023-01-02,Ruleta,6015.27,6431.15
2023-12-27,Poker,7683.72,2228.83
2023-05-05,Ruleta,3517.9,3503.91
2023-04-20,Tragamonedas,6084.57,4069.44
2023-03-27,Poker,1793.28,6669.23
2023-04-30,Blackjack,4722.99,6991.01
2023-05-07,Blackjack,7751.45,2030.15
2023-09-12,Blackjack,7240.61,5225.37
2023-07-02,Poker,9915.78,2957.2
2023-01-16,Ruleta,3501.02,552.7
2023-03-03,Poker,5483.7,560.14
2023-06-07,Poker,3965.77,3493.68
2023-09-25,Tragamonedas,4965.43,3674.18
2023-02-04,Poker,8712.55,646.7
2023-09-24,Blackjack,7157.88,4965.03
2023-03-05,Ruleta,8941.97,2411.02
2023-02-19,Ruleta,2831.6,4139.31
2023-09-12,Ruleta,8860.25,2455.97
2023-05-29,Blackjack,1537.86,1586.37
2023-11-21,Blackjack,8997.39,3146.63
2023-10-31,Blackjack,3961.66,2009.78
2023-10-03,Blackjack,3831.29,3976.21
2023-12-23,Blackjack,5608.8,1792.39
2023-06-21,Poker,9466.21,3804.64
2023-07-20,Blackjack,1430.03,1522.96
2023-11-20,Blackjack,4170.08,4861.34
2023-02-04,Blackjack,8709.15,5400.59
2023-08-04,Blackjack,4564.49,1217.56
2023-03-06,Ruleta,2792.41,3540.72
2023-01-08,Blackjack,4823.15,960.67
2023-10-28,Poker,4469.97,4388.19
2023-12-09,Poker,9238.75,2218.63
2023-11-28,Poker,7857.41,3929.56
2023-03-17,Tragamonedas,5546.04,3863.5
2023-06-23,Ruleta,9895.34,6508.3
2023-02-16,Blackjack,5187.5,4069.04
2023-01-15,Tragamonedas,1524.14,4289.49
2023-12-27,Blackjack,3360.47,3110.75
2023-05-27,Tragamonedas,4924.63,6669.02
2023-01-26,Tragamonedas,2412.12,5551.71
2023-11-04,Poker,9528.09,2355.13
2023-04-03,Poker,7901.64,5987.36
2023-08-20,Tragamonedas,3414.58,3310.58
2023-01-21,Poker,6317.24,5886.34
2023-11-03,Tragamonedas,7493.04,5848.77
2023-02-07,Ruleta,9471.51,1727.66
2023-10-03,Poker,8934.72,5057.42
2023-06-06,Poker,5636.73,2389.18
2023-06-28,Poker,7971.87,2433.7
2023-05-12,Ruleta,6059.3,2426.26
2023-11-07,Tragamonedas,5974.34,5216.19
2023-12-14,Blackjack,2032.68,1993.87
2023-01-28,Poker,2135.24,505.89
2023-09-17,Tragamonedas,5765.8,5149.04
2023-03-17,Ruleta,3419.75,1612.7
2023-03-08,Blackjack,1189.33,1179.14
2023-12-08,Poker,7505.55,2043.85
2023-07-13,Ruleta,1292.38,2969.35
2023-06-11,Ruleta,6357.49,3593.39
2023-12-13,Blackjack,5852.74,789.71
2023-12-27,Tragamonedas,9719.33,6808.73
2023-09-14,Poker,5357.92,5154.41
2023-03-13,Poker,1572.41,2600.76
2023-03-28,Tragamonedas,5965.19,2571.53
2023-09-19,Tragamonedas,8569.87,3415.53
2023-08-02,Tragamonedas,9971.64,4570.59
2023-06-02,Blackjack,4873.09,1451.42
2023-07-29,Blackjack,3882.69,1728.04
2023-03-02,Poker,9159.88,6086.32
2023-09-25,Blackjack,2721.18,2165.66
2023-09-19,Ruleta,6538.86,2971.27
2023-08-06,Poker,4651.43,6163.27
2023-10-10,Blackjack,1369.74,4810.46
2023-05-16,Tragamonedas,4125.6,2721.13
2023-12-28,Ruleta,3387.06,4944.05
2023-04-03,Tragamonedas,7174.82,627.94
2023-04-19,Poker,9539.11,5281.68
2023-08-29,Tragamonedas,3412.42,3665.6
2023-12-21,Blackjack,8303.19,5785.68
2023-05-22,Blackjack,1498.24,6705.14
2023-10-18,Poker,5843.09,6517.63
2023-08-25,Tragamonedas,1634.95,6410.22
2023-12-06,Poker,9406.3,3829.1
2023-11-08,Tragamonedas,7897.16,2840.92
2023-06-26,Ruleta,6921.55,3522.73
2023-05-21,Blackjack,8415.07,4984.32
2023-07-08,Poker,6827.68,6245.99
2023-02-18,Ruleta,9720.5,1845.41
2023-10-29,Ruleta,7425.62,6468.26
2023-07-09,Poker,9321.93,5798.67
2023-05-16,Poker,5654.19,6862.56
2023-02-12,Ruleta,2053.58,6221.64
2023-12-19,Tragamonedas,5753.6,2319.59
2023-03-31,Ruleta,2141.86,1188.71
2023-10-22,Poker,6332.44,1229.57
2023-12-07,Ruleta,5342.44,2392.95
2023-09-02,Tragamonedas,6603.18,4492.19
2023-07-11,Blackjack,1090.42,5728.08
2023-11-14,Blackjack,2753.56,6345.13
2023-04-16,Ruleta,5421.97,4554.4
2023-12-29,Tragamonedas,9554.53,536.6
2023-11-06,Blackjack,4452.48,1711.06
2023-08-21,Ruleta,4819.35,1148.22
2023-09-22,Ruleta,7432.26,2861.61
2023-12-10,Tragamonedas,6434.13,3758.78
2023-02-06,Poker,3690.34,782.08
2023-11-01,Ruleta,4697.35,2765.11
2023-02-10,Poker,2959.3,1664.67
2023-01-17,Poker,9694.19,4705.96
2023-12-10,Blackjack,2175.71,3517.77
2023-10-04,Poker,4346.53,3719.56
2023-11-03,Tragamonedas,1232.55,3280.0
2023-02-28,Blackjack,2996.02,6714.13
2023-07-02,Blackjack,8024.24,1895.78
2023-02-10,Blackjack,2810.58,3858.32
2023-02-08,Ruleta,1720.57,5284.11
2023-07-11,Ruleta,5270.08,4119.49
2023-09-24,Poker,1089.72,6538.64
2023-05-27,Blackjack,1762.9,2956.79
2023-11-29,Blackjack,8268.63,3513.89
2023-05-07,Tragamonedas,7943.26,1075.4
2023-02-15,Poker,9236.25,4458.49
2023-02-14,Tragamonedas,8690.64,2373.38
2023-01-01,Poker,7148.58,1542.01
2023-06-17,Poker,1471.0,4039.45
2023-04-18,Ruleta,8045.64,3960.02
2023-01-19,Ruleta,8609.6,993.17
2023-11-28,Tragamonedas,8191.74,5038.4
2023-03-13,Poker,5576.31,4554.52
2023-04-19,Blackjack,3096.12,1728.61
2023-09-25,Ruleta,8607.97,3551.33
2023-08-28,Blackjack,7544.47,5182.1
2023-10-28,Tragamonedas,9826.85,3941.33
2023-03-31,Ruleta,2401.23,3070.68
2023-04-13,Ruleta,3030.98,2595.2
2023-09-07,Poker,2906.18,4467.56
2023-01-08,Tragamonedas,8132.86,6604.21
2023-06-02,Poker,2682.17,4866.34
2023-12-13,Ruleta,1599.94,985.85
2023-06-23,Tragamonedas,9987.05,3494.45
2023-12-09,Ruleta,1223.35,6290.36
2023-06-07,Tragamonedas,8517.2,1114.01
2023-08-03,Ruleta,4288.3,6927.69
2023-06-26,Blackjack,8574.54,6668.95
2023-06-24,Blackjack,5991.58,1008.78
2023-12-06,Poker,9114.68,6567.19
2023-12-04,Blackjack,9335.74,2860.36
2023-05-26,Ruleta,1081.88,5990.61
2023-11-20,Ruleta,1678.71,3219.49
2023-06-10,Blackjack,3253.23,3365.56
2023-05-07,Poker,7023.84,4622.58
2023-03-23,Blackjack,8994.45,5534.1
2023-05-27,Tragamonedas,5139.48,719.63
2023-08-27,Tragamonedas,6462.76,4355.51
2023-03-25,Tragamonedas,2696.5,1713.76
2023-04-23,Blackjack,8244.7,2748.67
2023-08-13,Blackjack,9705.95,2761.8
2023-11-28,Blackjack,3417.39,3548.89
2023-08-31,Tragamonedas,5453.43,2671.89
2023-05-23,Poker,1775.04,1197.85
2023-02-10,Ruleta,6032.23,1446.59
2023-09-15,Blackjack,5525.05,717.35
2023-10-12,Poker,2299.93,3556.62
2023-04-15,Ruleta,4978.6,6703.91
2023-07-21,Ruleta,4006.94,1251.89
2023-11-03,Ruleta,5696.48,6650.72
2023-11-27,Poker,6270.89,5266.85
2023-09-23,Poker,1076.46,4643.74
2023-07-29,Tragamonedas,7849.05,4694.31
2023-02-20,Poker,7417.13,5873.73
2023-04-28,Poker,4296.58,1194.98
2023-07-20,Poker,1476.42,3780.9
2023-02-08,Ruleta,7794.39,5031.09
2023-01-28,Blackjack,9596.58,4314.33
2023-09-16,Tragamonedas,3161.36,5913.06
2023-03-25,Blackjack,3911.72,969.77
2023-06-04,Blackjack,2654.32,4989.56
2023-04-27,Poker,6192.43,3971.18
2023-01-02,Tragamonedas,2393.57,2964.55
2023-04-03,Blackjack,4205.75,2711.79
2023-06-15,Blackjack,7273.12,4535.41
2023-12-16,Tragamonedas,6041.04,6291.47
2023-10-23,Poker,4478.16,3725.14
2023-09-15,Blackjack,4782.25,5860.7
2023-03-22,Ruleta,6059.0,3114.02
2023-09-25,Blackjack,1052.78,1165.56
2023-08-23,Ruleta,1706.59,899.79
2023-11-17,Poker,8931.32,833.67
2023-11-07,Blackjack,1700.91,2970.98
2023-10-28,Tragamonedas,7361.23,2692.05
2023-12-23,Tragamonedas,9280.34,5166.59
2023-08-01,Blackjack,3436.15,5328.34
2023-03-03,Poker,4334.42,830.55
2023-02-18,Poker,6120.29,1937.3
2023-05-07,Tragamonedas,8935.38,2282.7
2023-08-11,Blackjack,9477.15,4059.48
2023-10-06,Poker,7656.07,1439.35
2023-10-21,Tragamonedas,1779.58,1370.62
2023-10-11,Ruleta,7022.39,6634.63
2023-10-04,Blackjack,4692.73,5727.32
2023-04-17,Ruleta,5236.31,1674.26
2023-05-26,Ruleta,1442.34,3142.69
2023-04-09,Poker,2719.56,2811.54
2023-03-14,Poker,8114.62,5641.53
2023-05-02,Poker,5085.63,3816.38
2023-01-30,Blackjack,3714.96,1331.02
2023-07-07,Ruleta,4456.17,5303.45
2023-12-30,Blackjack,8689.6,3079.77
2023-12-20,Poker,7740.99,2209.01
2023-10-15,Ruleta,3450.84,2940.74
2023-07-14,Blackjack,2057.52,3735.42
2023-06-05,Blackjack,3267.98,2730.25
2023-06-21,Tragamonedas,9286.81,2072.39
2023-12-01,Blackjack,6234.3,3090.26
2023-02-10,Poker,5801.32,624.62
2023-03-04,Blackjack,6367.54,5521.24
2023-01-23,Ruleta,4294.25,1611.14
2023-12-26,Blackjack,8263.96,785.38
2023-03-16,Tragamonedas,5709.58,4749.04
2023-02-17,Ruleta,2050.73,5530.58
2023-06-09,Ruleta,2161.59,5789.89
2023-11-09,Tragamonedas,5831.73,3707.81
2023-04-28,Poker,9429.13,1834.89
2023-04-10,Ruleta,3775.17,5291.98
2023-06-16,Poker,8825.87,5048.14
2023-10-17,Ruleta,7876.86,2100.76
2023-06-05,Ruleta,3230.31,6372.15
2023-01-07,Poker,1327.07,1178.41
2023-07-15,Ruleta,1916.63,6887.47
2023-02-25,Poker,7556.45,6091.61
2023-11-17,Tragamonedas,2797.03,4971.34
2023-07-12,Poker,4341.44,6601.87
2023-02-16,Tragamonedas,5515.29,5195.02
2023-05-28,Ruleta,7529.21,1737.97
2023-10-02,Poker,2019.08,3374.01
2023-06-06,Ruleta,4657.3,964.77
2023-07-21,Poker,5365.66,3032.77
2023-05-06,Tragamonedas,5867.44,5320.42
2023-11-01,Tragamonedas,8365.25,3011.88
2023-10-21,Poker,2545.1,2646.91
2023-03-05,Tragamonedas,8270.48,4369.81
2023-11-21,Ruleta,7235.91,6169.33
2023-06-25,Ruleta,6002.84,809.29
2023-04-26,Blackjack,7295.75,3005.56
2023-07-23,Tragamonedas,4708.16,1528.56
2023-11-17,Ruleta,2245.58,5019.8
2023-01-31,Poker,6991.89,1187.21
2023-04-23,Tragamonedas,5722.05,4821.25
2023-12-31,Ruleta,6754.37,2360.18
2023-11-21,Tragamonedas,4041.99,1792.96
2023-12-10,Poker,9161.8,6586.29
2023-03-08,Ruleta,6286.33,620.41
2023-03-16,Blackjack,1768.62,3345.55
2023-02-14,Blackjack,5048.24,640.58
2023-09-17,Tragamonedas,7807.2,3643.35
2023-06-03,Poker,8147.21,3756.81
2023-06-04,Ruleta,5451.37,2590.81
2023-12-29,Poker,9052.73,1359.05
2023-08-22,Ruleta,3409.02,2946.52
2023-02-20,Tragamonedas,4695.39,4869.71
2023-11-02,Ruleta,9087.37,5585.57
2023-09-19,Poker,9066.31,3949.88
2023-11-11,Poker,7171.41,4333.92
2023-05-05,Tragamonedas,8730.82,1804.01
2023-09-02,Poker,1798.96,2367.65
2023-01-30,Ruleta,8784.95,1552.32
2023-05-02,Tragamonedas,3885.58,2120.42
2023-05-05,Ruleta,2604.98,1961.76
2023-02-06,Poker,3154.33,3876.42
2023-06-19,Tragamonedas,4761.72,4157.48
2023-05-04,Ruleta,3260.73,6642.16
2023-12-23,Poker,3885.11,1771.21
2023-02-04,Poker,2214.81,4670.89
2023-03-28,Blackjack,3665.59,5812.19
2023-05-14,Poker,6150.55,4141.57
2023-07-15,Ruleta,4976.68,2157.52
2023-10-01,Tragamonedas,4120.47,2206.58
2023-07-20,Blackjack,7718.07,755.14
2023-10-12,Poker,9041.59,2485.39
2023-03-18,Poker,7811.1,5339.92
2023-02-28,Poker,3988.01,808.87
2023-05-06,Ruleta,7699.98,1925.42
2023-04-19,Blackjack,2367.82,5090.51
2023-08-12,Ruleta,2172.86,5587.24
2023-10-05,Blackjack,4110.64,3459.57
2023-03-09,Tragamonedas,8269.32,5037.48
2023-03-10,Ruleta,3217.13,3021.69
2023-06-14,Ruleta,1569.28,1539.44
2023-11-01,Tragamonedas,2185.39,3087.97
2023-06-11,Blackjack,8728.7,4269.79
2023-12-31,Poker,6704.05,6662.35
2023-12-08,Tragamonedas,3278.81,946.88
2023-11-05,Poker,5997.66,3798.06
2023-12-09,Poker,5748.22,2637.98
2023-02-11,Tragamonedas,6898.92,3804.03
2023-12-20,Blackjack,3098.69,655.84
2023-04-19,Poker,8779.63,2534.66
2023-02-20,Tragamonedas,3784.32,5829.14
2023-09-07,Ruleta,7247.18,4100.62
2023-12-07,Ruleta,1145.12,3428.79
2023-01-21,Ruleta,4353.91,2355.91
2023-10-27,Tragamonedas,4165.39,2437.28
2023-05-19,Ruleta,5891.36,2990.16
2023-12-25,Poker,1654.63,5931.21
2023-11-20,Ruleta,8111.18,6786.89
2023-04-02,Ruleta,2960.03,3351.26
2023-10-07,Poker,7093.34,3056.79
2023-05-05,Ruleta,8228.91,6002.58
2023-04-21,Poker,6056.89,3274.88
2023-12-20,Ruleta,7667.95,4088.12
2023-05-19,Poker,6956.74,2001.12
2023-09-30,Ruleta,4199.77,5332.77
2023-04-09,Poker,8279.73,3957.92
2023-09-09,Tragamonedas,3652.31,5758.72
2023-12-04,Poker,6140.92,5574.76
2023-04-14,Ruleta,7708.58,1897.53
2023-08-02,Ruleta,4410.6,5151.63
2023-09-06,Blackjack,3724.91,5700.35
2023-06-01,Poker,5134.11,2749.7
2023-09-07,Tragamonedas,8361.67,1621.96
2023-10-02,Poker,9369.3,517.11
2023-06-14,Poker,5905.75,3430.87
2023-12-07,Tragamonedas,6953.2,2790.81
2023-01-08,Poker,9129.46,4106.91
2023-10-11,Tragamonedas,1886.92,1722.27
2023-01-05,Tragamonedas,3088.71,6087.83
2023-05-25,Poker,7380.1,2175.41
2023-04-11,Poker,8413.7,1971.79
2023-06-13,Ruleta,8713.26,3624.64
2023-05-27,Ruleta,4735.96,3742.53
2023-03-05,Blackjack,1804.06,1898.05
2023-04-01,Blackjack,4940.03,2267.09
2023-04-27,Poker,3076.61,1603.08
2023-12-20,Tragamonedas,3620.77,5169.99
2023-09-24,Blackjack,7950.41,5505.58
2023-11-06,Poker,1679.74,3505.14
2023-06-22,Blackjack,8448.23,5141.57
2023-02-16,Tragamonedas,4849.02,5283.58
2023-05-20,Poker,6364.58,1398.79
2023-09-03,Tragamonedas,1806.87,6780.16
2023-05-29,Poker,4036.23,5836.71
2023-09-03,Blackjack,1807.31,1829.14
2023-01-05,Ruleta,9653.89,1710.07
2023-07-03,Blackjack,8265.35,1316.8
2023-01-20,Blackjack,5136.69,1399.46
2023-02-15,Ruleta,3012.42,5363.05
2023-01-12,Ruleta,9401.1,3552.75
2023-03-11,Poker,4101.37,5589.07
2023-01-17,Poker,2448.86,5350.66
2023-05-27,Tragamonedas,6068.48,4429.98
2023-06-03,Tragamonedas,9493.97,4961.38
2023-10-31,Blackjack,1034.47,619.31
2023-04-18,Ruleta,3143.12,2526.55
2023-08-24,Tragamonedas,9446.03,4645.84
2023-11-04,Blackjack,2539.77,560.74
2023-12-18,Ruleta,2019.19,714.35
2023-03-11,Poker,6131.68,6037.27
2023-07-02,Blackjack,8756.59,4946.16
2023-09-07,Poker,5293.99,2224.9
2023-08-16,Tragamonedas,9951.08,4971.76
2023-04-12,Tragamonedas,7112.55,5650.97
2023-03-16,Ruleta,1666.67,2494.16
2023-08-04,Blackjack,9935.49,734.24
2023-07-22,Poker,4671.05,6563.06
2023-07-11,Ruleta,3586.62,2743.67
2023-09-06,Tragamonedas,6020.91,1192.13
2023-08-30,Tragamonedas,3738.77,3697.07
2023-06-28,Blackjack,1778.12,5495.04
2023-08-07,Poker,1012.86,1940.71
2023-03-23,Blackjack,5046.25,2251.69
2023-04-02,Poker,8531.77,2077.65
2023-06-24,Poker,6150.84,6945.87
2023-08-27,Blackjack,9992.87,1783.12
2023-09-17,Ruleta,3581.62,4240.88
2023-12-31,Blackjack,3524.1,6514.22
2023-06-12,Blackjack,2437.75,1454.83
2023-02-17,Tragamonedas,2476.57,6810.55
2023-11-25,Tragamonedas,3566.68,6658.6
2023-11-24,Blackjack,8135.56,6249.72
2023-04-26,Blackjack,9151.81,1894.62
2023-12-03,Tragamonedas,9775.78,4621.36
2023-12-03,Poker,3090.61,5445.79
2023-08-13,Blackjack,8931.68,6909.18
2023-12-18,Ruleta,3954.3,1672.75
2023-11-24,Ruleta,2015.56,5479.17
2023-05-27,Ruleta,8830.22,2702.21
2023-03-04,Blackjack,6724.95,1641.57
2023-10-21,Poker,2482.58,3238.95
2023-11-19,Poker,4868.48,5659.93
2023-11-21,Tragamonedas,3585.32,3521.52
2023-01-13,Blackjack,7631.15,3993.9
2023-07-08,Poker,5080.75,6968.54
2023-10-14,Blackjack,9903.52,3094.21
2023-07-27,Tragamonedas,1492.7,4500.1
2023-04-24,Tragamonedas,4195.14,2874.09
2023-01-22,Tragamonedas,5337.1,3053.11
2023-12-15,Ruleta,5528.2,5021.66
2023-08-02,Blackjack,3843.42,6596.27
2023-06-20,Tragamonedas,7563.16,4025.33
2023-11-19,Blackjack,8872.72,5494.6
2023-02-23,Ruleta,9448.47,1079.84
2023-10-25,Ruleta,8245.84,1872.53
2023-11-16,Tragamonedas,8655.22,3763.86
2023-05-06,Tragamonedas,5954.91,630.08
2023-10-04,Poker,8432.99,2143.56
2023-07-23,Blackjack,3731.54,3863.11
2023-07-13,Tragamonedas,4586.31,597.25
2023-06-18,Poker,3852.22,2219.55
2023-06-01,Blackjack,5206.49,3841.2
2023-02-04,Tragamonedas,3570.22,4225.47
2023-07-03,Poker,9654.5,6517.39
2023-10-13,Poker,3815.6,4694.75
2023-02-26,Blackjack,1882.4,3195.78
2023-08-10,Poker,5741.35,6547.28
2023-10-30,Blackjack,1513.89,5601.74
2023-06-12,Blackjack,1994.89,1800.06
2023-01-19,Blackjack,2974.5,1350.48
2023-09-21,Ruleta,5179.15,4892.78
2023-10-09,Poker,4899.26,4139.24
2023-04-23,Blackjack,8197.23,5632.88
2023-11-23,Tragamonedas,7655.27,5302.23
2023-01-30,Ruleta,4836.86,4563.87
2023-05-15,Ruleta,4003.34,6911.48
2023-03-08,Poker,3848.22,3968.33
2023-03-06,Blackjack,7965.96,1235.19
2023-10-19,Poker,1468.65,5883.78
2023-01-25,Ruleta,1115.39,2137.05
2023-02-06,Blackjack,8159.9,5552.46
2023-01-01,Tragamonedas,5294.32,6721.2
2023-02-06,Blackjack,2177.93,5029.17
2023-05-21,Ruleta,3120.09,4374.2
2023-08-20,Tragamonedas,9392.54,3492.51
2023-05-16,Blackjack,8735.53,2868.66
2023-07-07,Tragamonedas,7388.07,2794.53
2023-05-08,Tragamonedas,5340.03,4636.42
2023-07-20,Ruleta,5682.91,5383.28
2023-05-07,Tragamonedas,9777.2,4910.36
2023-09-14,Poker,9691.93,1789.67
2023-06-13,Ruleta,2937.42,3710.92
2023-02-04,Poker,8299.94,5645.66
2023-07-13,Tragamonedas,2775.18,3592.08
2023-07-10,Poker,2921.84,3988.05
2023-04-14,Blackjack,7084.84,5512.38
2023-01-23,Tragamonedas,4645.01,4798.22
2023-09-22,Blackjack,9383.9,3160.74
2023-10-17,Poker,1801.09,6320.18
2023-09-17,Blackjack,5603.73,1556.69
2023-12-24,Tragamonedas,9266.69,6970.86
2023-03-16,Blackjack,9137.02,1272.54
2023-12-21,Poker,2408.76,597.17
2023-03-13,Poker,4299.74,6285.12
2023-09-16,Poker,6572.09,2092.2
2023-07-07,Tragamonedas,2434.55,5243.05
2023-06-22,Poker,9712.2,5771.6
2023-10-17,Tragamonedas,9232.74,6083.41
2023-02-14,Blackjack,2502.55,6945.36
2023-03-02,Poker,2090.4,2411.26
2023-03-24,Blackjack,1768.68,5116.58
2023-05-03,Ruleta,9184.99,1250.1
2023-12-24,Blackjack,2742.61,3144.26
2023-01-16,Ruleta,4746.56,6011.82
2023-03-07,Blackjack,5039.66,2889.78
2023-05-25,Tragamonedas,6391.1,4342.12
2023-06-11,Blackjack,1645.62,3774.53
2023-08-22,Tragamonedas,3040.83,4698.68
2023-05-24,Tragamonedas,9383.41,6823.81
2023-12-24,Poker,9175.69,862.28
2023-07-07,Tragamonedas,8031.62,4230.75
2023-11-18,Ruleta,1174.61,6109.69
2023-01-13,Poker,3943.06,3628.99
2023-07-03,Poker,6651.63,1010.43
2023-04-21,Blackjack,3476.71,4143.51
2023-10-17,Tragamonedas,9186.28,2658.48
2023-10-22,Tragamonedas,6705.01,1507.12
2023-08-03,Ruleta,1647.16,6018.72
2023-04-30,Blackjack,9181.05,3890.4
2023-02-24,Blackjack,9619.9,6566.3
2023-01-27,Poker,1699.41,5739.11
2023-04-28,Poker,5791.24,5004.32
2023-08-09,Poker,3730.28,532.67
2023-08-19,Ruleta,4535.55,3280.85
2023-02-22,Ruleta,2616.86,1783.66
2023-10-22,Poker,6202.65,6420.19
2023-11-17,Blackjack,9621.81,1634.8
2023-08-21,Ruleta,5527.65,2359.39
2023-06-07,Blackjack,1746.23,3859.44
2023-09-26,Blackjack,6580.01,2211.86
2023-01-21,Tragamonedas,4062.01,1864.12
2023-02-22,Poker,8703.33,4394.15
2023-10-02,Tragamonedas,4912.1,1078.04
2023-11-09,Poker,2735.56,878.09
2023-10-08,Poker,2719.95,2919.59
2023-08-02,Blackjack,7918.88,5184.32
2023-01-31,Poker,3390.29,4106.24
2023-12-03,Blackjack,7905.1,3248.7
2023-07-02,Blackjack,2852.99,4177.39
2023-01-23,Poker,3895.18,2875.43
2023-02-01,Blackjack,5189.38,6584.95
2023-03-15,Blackjack,9488.76,856.88
2023-01-10,Blackjack,9385.58,4877.04
2023-02-23,Ruleta,2861.85,6293.34
2023-02-21,Blackjack,4223.97,5725.25
2023-05-28,Ruleta,2344.59,1696.27
2023-06-09,Ruleta,5589.87,2423.52
2023-01-14,Blackjack,5145.24,5160.81
2023-06-27,Blackjack,9106.84,1047.76
2023-02-22,Ruleta,9370.05,5777.1
2023-12-01,Ruleta,4452.11,5172.9
2023-01-22,Blackjack,5425.64,5242.44
2023-01-30,Blackjack,9066.13,1151.57
2023-07-10,Poker,8260.37,5165.44
2023-09-17,Ruleta,1032.91,4918.82
2023-07-24,Ruleta,3880.54,5901.0
2023-02-28,Poker,4795.97,770.37
2023-09-21,Ruleta,3067.45,650.22
2023-01-12,Tragamonedas,2796.14,2924.55
2023-04-29,Ruleta,1340.06,1467.12
2023-10-17,Poker,6790.33,4129.5
2023-12-04,Tragamonedas,3362.59,6462.77
2023-09-05,Blackjack,1471.12,3044.62
2023-12-20,Poker,3078.81,5992.18
2023-05-07,Poker,8217.23,501.57
2023-03-16,Blackjack,8663.4,1595.35
2023-12-27,Poker,5347.6,697.75
2023-07-23,Ruleta,4744.64,2632.96
2023-02-18,Blackjack,9800.68,6403.23
2023-03-20,Poker,2805.08,1130.19
2023-08-29,Blackjack,2938.23,4441.66
2023-12-15,Blackjack,3626.8,3434.72
2023-06-03,Blackjack,2554.82,6600.04
2023-10-01,Tragamonedas,4414.29,1296.37
2023-04-06,Poker,9197.51,1878.18
2023-08-02,Tragamonedas,6538.13,692.02
2023-10-21,Poker,4707.52,3320.58
2023-07-28,Ruleta,9409.7,2305.91
2023-12-09,Ruleta,1436.18,6154.39
2023-03-29,Ruleta,2892.49,4432.12
2023-11-02,Poker,6093.0,4491.59
2023-09-21,Blackjack,6539.97,3957.42
2023-11-21,Blackjack,1356.02,1097.03
2023-11-16,Tragamonedas,4627.35,3392.62
2023-06-06,Tragamonedas,6842.39,6996.78
2023-06-05,Ruleta,7282.63,5928.99
2023-05-19,Tragamonedas,6743.26,6307.48
2023-05-01,Poker,3885.07,5850.97
2023-03-06,Poker,1841.68,1169.77
2023-04-17,Tragamonedas,4844.01,1978.41
2023-05-27,Tragamonedas,2158.79,520.29
2023-05-17,Tragamonedas,9528.61,2472.82
2023-06-11,Tragamonedas,5276.54,1205.95
2023-04-10,Ruleta,3855.33,3573.16
2023-12-04,Ruleta,7896.74,4901.33
2023-11-03,Tragamonedas,5481.54,6184.28
2023-05-21,Poker,3790.31,5369.91
2023-03-24,Ruleta,8307.71,6600.81
2023-06-26,Poker,8804.37,850.34
2023-07-17,Blackjack,7057.07,579.17
2023-04-22,Poker,1422.68,4798.7
2023-02-25,Tragamonedas,6096.91,2380.79
2023-06-28,Blackjack,7869.65,2147.76
2023-07-05,Ruleta,2228.53,2650.77
2023-08-06,Ruleta,3058.04,2253.67
2023-11-12,Blackjack,8942.46,3824.34
2023-08-05,Poker,1181.1,3360.96
2023-04-30,Ruleta,7774.54,3830.79
2023-06-24,Tragamonedas,5263.96,4872.64
2023-01-23,Blackjack,5020.95,3016.35
2023-08-01,Tragamonedas,1063.87,2133.5
2023-08-23,Blackjack,8374.58,1580.3
2023-01-13,Ruleta,4238.42,2771.58
2023-04-11,Poker,5866.89,5321.74
2023-01-24,Blackjack,7095.71,5418.58
2023-12-30,Blackjack,7323.67,4834.89
2023-01-11,Tragamonedas,9603.82,2021.18
2023-09-30,Ruleta,5782.06,4322.56
2023-10-08,Tragamonedas,4597.48,4209.48
2023-04-04,Ruleta,9583.33,3647.73
2023-07-20,Tragamonedas,6778.99,4074.86
2023-01-21,Blackjack,3683.35,3696.64
2023-12-06,Tragamonedas,2138.18,4175.47
2023-07-30,Poker,8582.99,5150.79
2023-05-20,Ruleta,4259.63,1212.58
2023-10-20,Ruleta,6944.23,5372.57
2023-10-25,Blackjack,5237.35,1383.26
2023-04-11,Ruleta,2790.37,933.08
2023-10-31,Poker,6415.18,6844.52
2023-12-25,Tragamonedas,1546.15,6720.45
2023-01-28,Blackjack,4720.08,892.84
2023-02-10,Poker,5919.53,3381.15
2023-12-21,Ruleta,4924.42,1710.59
2023-10-30,Ruleta,7738.05,3654.74
2023-05-26,Poker,8451.32,5896.15
2023-09-13,Tragamonedas,7941.19,6678.98
